"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","logP"
"1700016D06Rik","2.60411991645703","-0.327188512099239","2.07091762566493","0.874463066627723",NA,"0.1"
"1700017B05Rik","23.4235957678011","-0.481208356755438","0.954482773744904","0.614151654579596","0.912959869752044","0.2"
"1700017N19Rik","1.38309435619779","3.59855038343848","4.72184953162936","0.445996675863376",NA,"0.4"
"1700019D03Rik","4.08331730732532","0.587237388647749","1.72816086130069","0.734003518616607",NA,"0.1"
"1700020A23Rik","0.0977475685848453","-1.54870846354536","5.35722955860214","0.772514367044935",NA,"0.1"
"1700020D05Rik","1.34593352760976","-1.45441526510292","3.25050899137179","0.654555729743344",NA,"0.2"
"1700021F05Rik","8.66435928405017","0.00400181927608768","1.11017703471315","0.997123897539821","0.999588382005741","0"
"1700022I11Rik","0.258582114209946","0.893562408483014","5.31684425817305","0.866534070343009",NA,"0.1"
"1700023F06Rik","2.40437692990791","3.8385288613651","2.64264500479361","0.146353482949289",NA,"0.8"
"1700024P16Rik","0.160859170764463","-0.444546799653246","5.34531604163424","0.933719808074811",NA,"0"
"1700025G04Rik","66.1443024234475","-0.1363663855028","0.586362449381326","0.816100529241686","0.966774548771647","0.1"
"1700027J19Rik","0.257539210986081","0.0906519088778818","5.33388129519293","0.986440216304919",NA,"0"
"1700028J19Rik","5.81824239923281","-4.73630005775014","2.07490951251024","0.0224507699270906","0.346711321942228","1.6"
"1700028P14Rik","0.167739253158137","0.554097552451343","5.32294883133425","0.917093184398128",NA,"0"
"1700029F12Rik","0.181547728017801","0.60600973242892","5.32192321032555","0.909340499351559",NA,"0"
"1700029I15Rik","3.46086696390611","-0.366650605138351","1.64408070550428","0.823525751000299",NA,"0.1"
"1700029J07Rik","2.87018352707493","-2.01258846815741","2.11600254911576","0.341539595444233",NA,"0.5"
"1700030J22Rik","5.50524964546444","-1.99307062451291","1.76317138937272","0.258312088951975","0.741814531459352","0.6"
"1700030K09Rik","13.8956723545779","0.110269452783838","1.10807433563944","0.920729783370704","0.984575017685285","0"
"1700034I23Rik","0.689360692447374","1.79292600314784","4.22324426746972","0.6711737868908",NA,"0.2"
"1700034J05Rik","0.499905931320562","1.24013027465803","5.14229723292651","0.809429020423679",NA,"0.1"
"1700037C18Rik","1.77060191879519","2.15379729664067","2.44755670987326","0.37887095362237",NA,"0.4"
"1700037H04Rik","18.9627809069736","-0.42882361197602","0.885577118709421","0.628222164441694","0.918014969329315","0.2"
"1700040L02Rik","1.65996964978183","0.364538970914712","2.8438861286682","0.898003842769776",NA,"0"
"1700047I17Rik2","9.05291654217896","0.0362035794052543","1.53747588131776","0.981213618928313","0.996684479026378","0"
"1700048O20Rik","3.77569494846501","-2.20923272373059","1.84958806618212","0.232303624664779",NA,"0.6"
"1700061G19Rik","1.43302345619721","2.47565051783001","3.48105666395356","0.476974010620461",NA,"0.3"
"1700064H15Rik","0.106831779616283","-3.46219673599795","5.31194140951344","0.514545587689228",NA,"0.3"
"1700066B19Rik","1.42306081052838","-1.52401045604825","3.3967045164257","0.653667383935409",NA,"0.2"
"1700066M21Rik","20.052007816491","-0.0504460146591419","0.699084102673687","0.942474457076992","0.989069508006004","0"
"1700067K01Rik","0.503100444947453","1.48452236726591","5.30903627262635","0.779767667261638",NA,"0.1"
"1700088E04Rik","2.37350366674008","0.109710206469671","2.7073267457198","0.967675815985815",NA,"0"
"1700092M07Rik","0.13657558747573","-1.54869187564756","5.3572301276054","0.772516759971505",NA,"0.1"
"1700093K21Rik","0.389161379996003","0.131400130360699","5.33278199989214","0.980342056469799",NA,"0"
"1700102P08Rik","1.34922486122207","1.008881022616","3.06672013728323","0.742172916885335",NA,"0.1"
"1700109H08Rik","0.469149792731584","0.89903477657866","5.25349877538507","0.864121018714134",NA,"0.1"
"1700113H08Rik","0.149549009245786","-1.0064806393856","5.35499501458918","0.850914481487882",NA,"0.1"
"1700123L14Rik","0.0943462532970423","-2.47241415188501","5.32835504819344","0.642640026315236",NA,"0.2"
"1700123O20Rik","8.63693455200569","4.89593320699014","1.65625705520823","0.00311634303761773","0.186158689587802","2.5"
"1700128F08Rik","17.5626012010879","1.79579515977896","1.07440191478126","0.0946353842219727","0.553367683611941","1"
"1700129C05Rik","5.32290218050161","-1.54930643766824","5.35720734608769","0.772428035723853",NA,"0.1"
"1810009A15Rik","5.71988664225625","-0.922317238018773","1.47431476937994","0.531583605217516","0.881136904394699","0.3"
"1810010H24Rik","3.67100335486382","-2.76196231446899","2.09995108643329","0.188425632432882",NA,"0.7"
"1810013L24Rik","46.3612187791937","0.554348863732224","0.63417463597524","0.382049359849608","0.821970335591438","0.4"
"1810022K09Rik","9.77606447572043","1.12239364227843","1.1969116758298","0.348377317494385","0.802278869223344","0.5"
"1810024B03Rik","0.0448757104803498","-1.54870075705429","5.35722982296568","0.77251547876343",NA,"0.1"
"1810026J23Rik","84.062538018435","-0.312579839440765","0.503581700933885","0.534788303057242","0.883454222570515","0.3"
"1810030O07Rik","28.6166937132441","-0.582580297587627","0.85353172712942","0.494889595913225","0.870165463785669","0.3"
