"","gene","pvalue","lfc","padj","color"
"8750","Mettl21e",0.00746652886953918,0.795133418088667,0.98295462651779,"none"
"8751","Mettl22",0.00259212155673503,0.18882491712875,0.994049196135972,"none"
"8752","Mettl23",0.00516700943047672,-0.35255967545866,0.988173016263497,"none"
"8754","Mettl25",0.0043216021398714,-0.721275730717562,0.990098489295235,"none"
"8755","Mettl26",0.083562946749723,-0.988756726029686,0.824967905760566,"none"
"8756","Mettl3",0.00259212155673503,0.190031625653966,0.994049196135972,"none"
"8757","Mettl4",0.00175501553439055,-0.19607731258064,0.995967081538918,"none"
"8758","Mettl5",0.00716420337743041,-0.600189233777777,0.983639129114201,"none"
"8759","Mettl6",0.00262314778467679,-0.289955470065952,0.993978183271232,"none"
"8760","Mettl7a1",0.00285215551300671,-0.171503214681903,0.993454187018978,"none"
"8762","Mettl8",0.0105687669543909,-0.573005728984837,0.97595823524627,"none"
"8763","Mettl9",0.0043216021398714,-0.192330912874148,0.990098489295235,"none"
"8764","Mex3a",0.00155575347493328,0.140354824401769,0.996424153860107,"none"
"8765","Mex3b",0.00669378611366504,-0.308800311927612,0.984705160439594,"none"
"8766","Mex3c",0.0040628251745261,-0.244722849448426,0.990688621203011,"none"
"8767","Mex3d",0.00349420972577769,-0.214360258507821,0.991986564910106,"none"
"8768","Mfap1a",0.000592281041289097,-0.0259114573174527,0.998637152025393,"none"
"8769","Mfap1b",0.0337573668361956,0.627963538166609,0.925214931894701,"none"
"8770","Mfap2",0.0240775748259808,-1.1644028062274,0.9460681570824,"none"
"8771","Mfap3",0.00225085093721395,-0.125681345225956,0.994830631595458,"none"
"8772","Mfap3l",0.00669378611366504,-0.323773820427591,0.984705160439594,"none"
"8773","Mfap4",0.0591581501269113,-1.60751806479884,0.872653530138152,"none"
"8775","Mff",0.0342953470694467,0.325650405017056,0.92406953585176,"none"
"8776","Mfge8",0.463631029380332,-1.08641713484913,0.343849954032641,"none"
"8777","Mfhas1",0.00747407334478219,0.340184496805329,0.982937550978633,"none"
"8779","Mfn1",0.0106984186094666,-0.414823133202274,0.975666922047053,"none"
"8780","Mfn2",0.000677878771338315,0.0232969624306442,0.998440343975832,"none"
"8781","Mfng",0.0105687669543909,-1.0261521199762,0.97595823524627,"none"
"8783","Mfsd1",0.000592281041289097,-0.0196490261630054,0.998637152025393,"none"
